Period,Nationality,Level,Composer,Piece Name,Book's name,future,time,future,14,13,12,11,10,09,08,07,06,05,04,03,02,01,00,99,98,97,96,95,94,93
13 Baroque,,Junior,Scarlatti,"K.472 Sonata in B Flat Major, L.99",p.55,,,Bjr,,,,,,,,,,bSR,,,,,,,,,,,,
13 Baroque,,Senior,Scarlatti,"K.391 Sonata in G Major, L.79","Piano Literature of the 17th, 18th and 19th Centuries, Book 4, Alfred AP.03801, P.10-11",2015/ 4A,,,,,,,,,,,,,,,,,bSR,6A,,,,,,
,,Senior,Scarlatti,"K.208 Sonata in A Major, L.238","Scarlatti Master pieces for Solo Piano: 47 Works, Dover 0486408515, p.100-101",,,,,,14bSR5.1,,,,,,,,,,,,,,,,,,,
13 Baroque,,Senior,Scarlatti,"K.20 Sonata in E Major, L.375","Scarlatti Master pieces for Solo Piano: 47 Works, Dover 0486408515, p.10-13",,,,,,14bSR1.2,,,,,,,,,,,,,,,,,,,
,,Senior,Scarlatti,"K.247 Sonata in C# Minor, L.256","Scarlatti Master pieces for Solo Piano: 47 Works, Dover 0486408515, p.102-105",,,,,,14bSR5.2,,,,,,,,,,,,,,,,,,,
,,,Scarlatti,"K.322 Sonata in A Major, L.483","Scarlatti Master pieces for Solo Piano: 47 Works, Dover 0486408515, p.117-119",,,,,,,,,,,,,,,,,,,,,,,,,
,,Senior,Scarlatti,"K.481 Sonata in F Minor, L.187","Scarlatti Master pieces for Solo Piano: 47 Works, Dover 0486408515, p.149-151",,,,,,14bSR6.1,,,,,,,,,,,,,,,,,,,
13 Baroque,,Intermediate,Scarlatti,"K.525 Sonata in F Major, L.188","Scarlatti Master pieces for Solo Piano: 47 Works, Dover 0486408515, p.161-163",,,,,,005A,,,,,,,bSR,,7A,,,,,,,,,,
13 Baroque,,Senior,Scarlatti,"K.531 Sonata in E Major, L.430","Scarlatti Master pieces for Solo Piano: 47 Works, Dover 0486408515, p.164-167",,,,,,14bSR6.2,,,,,,,bSR,,,,,bSR,,,,,,,
13 Baroque,,,Scarlatti,"K.54 Sonata in A Minor, L.241","Scarlatti Master pieces for Solo Piano: 47 Works, Dover 0486408515, p.36-40",,,,,,,,,,,,,,,,,,,,,,,,,
13 Baroque,,Senior,Scarlatti,"K.96 Sonata in D Major, L.465","Scarlatti Master pieces for Solo Piano: 47 Works, Dover 0486408515, p.48-53 ",,,,,,14bSR2,,,,,,,,,,,,,,,,,,,
13 Baroque,,,Scarlatti,"K.101 Sonata in A Major, L.494","Scarlatti Master pieces for Solo Piano: 47 Works, Dover 0486408515, p.54-57",,,,,,,,,,,,,,,,,,,,,,,,,
13 Baroque,,Intermediate,Scarlatti,"K.9 Sonata in D Minor, Pastorale, L.413","Scarlatti Master pieces for Solo Piano: 47 Works, Dover 0486408515, p.5-7 ",,,,,,,005A,,,,,,bSR,,,,,,,,,x,,,
13 Baroque,,Senior,Scarlatti,"K.113 Sonata in A Major, L.345","Scarlatti Master pieces for Solo Piano: 47 Works, Dover 0486408515, p.58-62",,,,,,14bSR3,,,,,,,bSR,,,,7A,bSR,,,,,,,
13 Baroque,,Senior,Scarlatti,"K.159 Sonata in C Major, L.104","Scarlatti Master pieces for Solo Piano: 47 Works, Dover 0486408515, p.63-65",,,,,,14bSR4.2,,,,,,,bSR,,,,,,,,,,,x,
13 Baroque,,,Scarlatti,"K.135 Sonata in E Major, L.224","Scarlatti Master pieces for Solo Piano: 47 Works, Dover 0486408515, p.74-77",,,,,,,,,,,,,,,,,,,,,,,,,
,,,Scarlatti,"K.149 Sonata in A Minor, L.93","Scarlatti Master pieces for Solo Piano: 47 Works, Dover 0486408515, p.82-83",,,,,,,,,,,,,,,,,,,,,,,,,
,,Senior,Scarlatti,"K.162 Sonata in E Major, L.21","Scarlatti Master pieces for Solo Piano: 47 Works, Dover 0486408515, p.84-87",,,,,,14bSR4.1,,,,,,,,,,,,,,,,,,,
,,Senior,Scarlatti,"K.11 Sonata in C Minor, L.352","Scarlatti Master pieces for Solo Piano: 47 Works, Dover 0486408515, p.8-9",,,,,,14bSR1.1,,,,,,,,,,,,,,,,,,,
13 Baroque,,,Scarlatti,"K.175 Sonata in A Minor, L.429","Scarlatti Master pieces for Solo Piano: 47 Works, Dover 0486408515, p.92-96",,,,,,,,,,,,,,,,,,,,,,,,,
13 Baroque,,,Scarlatti,"K.198 Sonata in E Minor, L.22","Scarlatti Master pieces for Solo Piano: 47 Works, Dover 0486408515, p.97-99",,,,,,,,,,,,,,,,,,,,,,,,,
13 Baroque,,Senior,Scarlatti,"K.209 Sonata in A Major, L.428","Scarlatti Piano Sonata Vol.1, Alfred AP.29, p.36-39",,,,,,,,,,,,,bSR,,,,,bSR,,,,,,,
,,Senior,Scarlatti,"Sonata K.116 in C Minor, L.452","Scarlatti Piano Sonata Volume 2, Alfred AP.107, P.28-31 No Repeat",,,,14bSR1,,,,,,,,,,,,,,,,,,,,,
13 Baroque,,Senior,Scarlatti,"Sonata K.446 in F Major, L.433","Scarlatti Piano Sonata Volume 2, Alfred AP.107, P.34-35 with 2 repeats",,,Bjr,14bSR2,,,,,,,,,,,,,,,,,,,,,
13 Baroque,,Senior,Scarlatti,"Sonata K.492 in D Major, L.14","Scarlatti Piano Sonata Volume 2, Alfred AP.107, P.42-45 No repeat",,,,14bSR3,,,,,,,,,,,,,,bSR,,,,,,,
,,Senior,Scarlatti,"Sonata K.502 in C Major, L.3","Scarlatti Piano Sonata Volume 2, Alfred AP.107, P.46-49 No repeat",,,,14bSR4,,,,,,,,,,,,,,,,,,,,,
,,Senior,Scarlatti,"Sonata K.519 in F Minor, L.475","Scarlatti Piano Sonata Volume 2, Alfred AP.107, P.54-57 No repeat",,,,14bSR5,,,,,,,,,,,,,,,,,,,,,
13 Baroque,,Senior,Scarlatti,"Sonata K.551 in B Flat Major, L.396","Scarlatti Piano Sonata Volume 2, Alfred AP.107, P.62-65 No repeat",,,,14bSR6,,,,,,,,,,,,,,bSR,,,,,,,
13 Baroque,,Intermediate,Scarlatti,"Sonata K.430 in D Major, L.463","Scarlatti Ten Sonatas, Neil A. Kjos KJ.GP391, P.12-15, 108 bars",,,,005A,,,,,,,6A,,bSR,,,,,,,,,,,,
13 Baroque,,Intermediate,Scarlatti,"K.2 Sonata in G Major, L.388",,,,,,,,,,5A,,,,,,,,,,,,,,,,
13 Baroque,,,Scarlatti,"K.302 Sonata in C Minor, L.7",,,,future,,,,,,,,,,,,,,,,,,,,,,
13 Baroque,,,Scarlatti,"K.323 Sonata in A Major, L.95",,,,,,,,,,,,,,,,,,,,,,x,,,,
13 Baroque,,Senior,Scarlatti,"K.380 Sonata in E Major, L.23",,,,,,,,,,,,7A,,bSR,,,7A,,bSR,,8A,,,,,
13 Baroque,,Intermediate,Scarlatti,"K.415 Pastoral in D Major, L.511",,,,,,,,,,,5A,,,,,,,,,,,,,,,
13 Baroque,,Intermediate,Scarlatti,"K.431 Sonata in G Major, L.83",,,,,,,,,,4A,,,,,,,,,,,,,,,,
13 Baroque,,,Scarlatti,"K.440 Sonata in B Flat Major, L.97",,,,,,,,,,,,,,,,,,,,,,,,,,
13 Baroque,,Senior,Scarlatti,"K.471 Sonata in G Major,  L.82",,,,,,,,,,,,,,,,,,,bSR,,,,,,,
13 Baroque,,Senior,Scarlatti,"K.477 Sonata in G Major, L.290",,,,,,,,,,,,,,bSR,,,,,,,,,,,,
13 Baroque,,Senior,Scarlatti,"K.484 Sonata in D Major, L.419",,,,,,,,,,,,,,bSR,,,,,,,,,,,,
13 Baroque,,Senior,Scarlatti,"K.513 Sonata in C Major, LS 3 (supplemental)",,,,,,,,,,,,,,bSR,,,,,,,,,,,,
13 Baroque,,Senior,Scarlatti,"K.64 Sonata in D Minor, L.58",,,,,,,,,,,,,,,,,,,bSR,,,,,,,
13 Baroque,,Intermediate,Scarlatti,"K.95 Sonata in C Major, L.358",,,,,,,,,,,,5A,,,,x,,,bSR,,,,,,,
13 Baroque,,Junior,Scarlatti,Minuetto in A Major,,,,,,,,,,,,,,,,,,,,,,3A,,,,
23 Pedagogy,,Elementary,Scarmolin,Botany Bay,,,,,,,,,,,,,1D,,,,1C,,,,,,,,,
23 Pedagogy,,Elementary,Scarmolin,Chinese Song,,,,,,,,,,,,,1C,,,,,1D,,,,,,,,
23 Pedagogy,,Elementary,Scarmolin,Early One Morning,,,,,,,,,,,,,1A,,,,,1C,,,,,,,,
23 Pedagogy,,Elementary,Scher,Dance the Polka,,,,,,,,,2C,,,,,,,,,,,,,,,,,
23 Pedagogy,,Elementary,Scher,Happy Woodpecker,,,,,,,,,,,,,2C,,,,,,,,,,,,,
,,Elementary,Schmitt,Sonatina in C Major,"Easy Classics to Moderns Vol.17, Agay, Music Sales #AM41484, HL.14009841, p.52-53, 16 bars",,,,,,21clELE2,,,,,,,,,,,,,,,,,,,
23 Pedagogy,,Elementary,Schmitt,"First Sorrow, Op.10 #45 in a minor","Guild Repertoire Elementary A & B, Alfred AP. 0639, p.45 (16 bars)",,,,,,,4cELE6,,,,,,,,,,,,,,,,,,
,,,Schmitt,A Little Story in B Flat Major,"Guild Repertoire Elementary C & D, ",,,,,,,,,,,,,,,,,,,,,,,,,
19 Early Contem,,Junior,Schonberg,Kleines Klavierstuck,,,,,,,,,,,,,cJR,,,,,,,,,,,,,
,,,Schubert,Op.103 Fantaisie (Duet),"Fantasie in F Op.103, Grand Sonata in B-Flat Major, Music Minus one (MO. MMOCD3047) ISBN 1596150432",,,,,,,,,,,,,,,,,,,,,,,,,
16 Early Romantic,,,Schubert,Ecossaise in D Major,"First Book for Pianists, (p.11,total 16 bars only) Alfred AP.1720",,,,,,,,,,,,,,,,,,,,,,,,,
16 Early Romantic,,,Schubert,Ecossaise Op.33 #1 & #2 in B Minor,"First Book for Pianists, (p.12-13,total 16+16 bars) Alfred AP.1720",,,,,,,,,,,,,,,,,,,x,,,,,,
16 Early Romantic,,,Schubert,Menuet & Trio in B Flat Major,"First Book for Pianists, (p.15-16,total 32 bars) Alfred AP.1720",,,,,,,,,,,,,,,,,,,,,,,,,
16 Early Romantic,,,Schubert,Waltz Op.18 #6 & German Dance Op.33 #5 in A Flat Major,"First Book for Pianists, (p.18-19,total 16+16 bars) Alfred AP.1720",,,,,,,,,,,,,,,,,,,,,,,,,
16 Early Romantic,,,Schubert,Menuet in C Major from Menuet & Trio,"First Book for Pianists, (p.4,total 16 bars only) Alfred AP.1720",,,,,,,,,,,,,,,,,,,,,,,,,
16 Early Romantic,,,Schubert,Trio in a from Menuet & Trio,"First Book for Pianists, (p.5,total 16 bars only) Alfred AP.1720",,,,,,,,,,,,,,,,,,,,,,,,,
16 Early Romantic,,,Schubert,Menuet in F Major from Menuet & Trio,"First Book for Pianists, (p.6,total 16 bars only) Alfred AP.1720",,,,,,,,,,,,,,,,,,,,,,,,,
16 Early Romantic,,,Schubert,Trio in F Major from Menuet & Trio,"First Book for Pianists, (p.7,total 15 bars only) Alfred AP.1720",,,,,,,,,,,,,,,,,,,,,,,,,
16 Early Romantic,,,Schubert,Ecossaise Op.18 #4 in G Major,"First Book for Pianists, (p.8,total 16 bars only) Alfred AP.1720",,,,,,,,,,,,,,,,,,,,,,,,,
23 Pedagogy,,Junior,Schubert,Waltz Op.18 #6 in B Minor,"Piano Literature of the 17th, 18th and 19th Centuries, Book 4, Alfred AP.03801, P.38-39, 32 bars, No repeats  OR  Easy Classics to Moderns Vol.17, Agay ISBN 0825640172, p.70-71",,,,003C,,,,,,,,,,,,,,,,,,3C,,,
16 Early Romantic,,Intermediate,Schubert,Moment Musical Op.94 #3 in F Minor,"Schubert-An Introduction to His Piano Works, Alfred AP.482, p.37-39",,,,,005C-2,,,,,,,,,x,,,,x,,,,,,,
16 Early Romantic,,Intermediate,Schubert,"Op. Posth Scherzo & Trio in B Flat Major, D.593","The Romantic Era, An Introduction to the Piano Music, AP 467, p.16-19 (after the Trio, go  to Scherzo da capo al fine)",,,,,005C-1,,,,,,,,,,,,x,,,,,,,,
16 Early Romantic,,,Schubert,Allegro moderato (1st mvt) from Sonata Op.120 in A Major,,,,,,,,,,,,,,,,x,,,,,,,,,,
16 Early Romantic,,,Schubert,"D.915, Allegretto",,,,,,,,,,,,,,,,,x,,,,,,,,,
16 Early Romantic,,,Schubert,Impromptu Op.142 #2 in A Flat Major,,,,,,,,,,,,,,,x,,,,,,,,,,,
16 Early Romantic,,Advanced,Schubert,Impromptu Op.142 #3 in B Flat Major,,,,,,,,,,,rADV,,,,,,,,,,,,,,,
16 Early Romantic,,Advanced,Schubert,Impromptu Op.142 #4 in F Minor,,,,,,,,,,,rADV,,,,,,,,,,,,,,,
16 Early Romantic,,Advanced,Schubert,Impromptu Op.90 #1 in C Minor,,,,,,,,,,,rADV,,,,,,,,,,,,,,,
16 Early Romantic,,Advanced,Schubert,Impromptu Op.90 #2 in E Flat Major,,,,,,,,,,,rADV,,,,,,,,,,,,,,,
16 Early Romantic,,Advanced,Schubert,Impromptu Op.90 #3 in G Flat Major,,,,,,,,,,,rADV,,,,,,,,,,,,,,,
16 Early Romantic,,Advanced,Schubert,Impromptu Op.90 #4 in A Flat Major,,,,,,,,,,,rADV,,,,,,,,,,,,,,,
16 Early Romantic,,Senior,Schubert,Serenade,,,,,,,,,,pianSR,,,,,,,,,,,,,,,,
16 Early Romantic,,,Schubert,Waltz in B Flat Major,,,,,,,,,,,,,,,,,x,,,,,,,,,
,,Elementary,Schubert-Agay,Cradle Song,"The Young Pianist's Library - Popular Recital Pieces, No.4A, Warner Brothers Music DA0011, P.4, 20 bars in G Major",,,,001C,,,,,,,,,,,,,,,,,,,,,
,,,Schuldt,Dutch Shoes on Vienna Streets,"Summy Solo Piano Package No.401, AP#0655, p.8-9",,,,,,,,,,,,,,,,,,,,,,,,,
,,Senior,Schuman,Three-Score Set,"36 Twentieth Century Pieces, Schirmer #ED2734, HL.50331300, p.153-155",,3.5,,,64usSR1,,,,,,,,,,,,,,,,,,,,
16 Early Romantic,,Junior,Schumann,Op.15 #1 About Strange Lands and People,"Album for the Young Op. 68 and Scenes from Childhood op. 15, HL.51480046, p.",,,,,,,,,,,,,,,,,,,,,rJR,,,,
16 Early Romantic,,,Schumann,Op.15 #2 Curious Story,"Album for the Young Op. 68 and Scenes from Childhood op. 15, HL.51480046, p.",,,,,,,,,,,,,,,,,,,,,,,,,
16 Early Romantic,,Junior,Schumann,Op.15 #3 Blind Man's Buff ,"Album for the Young Op. 68 and Scenes from Childhood op. 15, HL.51480046, p.",,,,,,,,,,,,,,,,,,,,,rJR,,,,
,,Intermediate,Schumann,"At the Inn Op.82 #6
","An Anthology of Piano Music, Vol.3 The Romantic Period, Music Sales #YK20238, HL.14001216, P.50-52, 56 bars (in E Flat Major)",,,,004C,,,,,,rINT,,,,,,,,,,,,,,,
,,,Schumann,Op.124 #5 Phantasy Dance,"An Anthology of Piano Music, Vol.3 The Romantic Period, Music Sales #YK20238, HL.14001216, P.56-57",,,,,,,,,,,,,,,,,,,,,,,,,
23 Pedagogy,,,Schumann,Bear Dance in A Minor,"An Introduction to Classics to Moderns Agay ISBN 0825612667,(p.20 with D.C.al Fine, 24 bars)",,,,,,,,,,,,,,,,,,,,,,,,,
16 Early Romantic,,,Schumann,Op.124 #16 Slumber Song,"p.136-140, in Eb Major",,,,,,,,,,,,,,,,,,,,,,,,,
16 Early Romantic,,Junior,Schumann,Op.124 #4 Waltz in A Minor ,"Schumann Piano Works Volume 1, Henle #HN108, (p.121,44 bars)",,,,,,,3rJR6,,,,,,,,,,,,,,,,,,
16 Early Romantic,,Junior,Schumann,Op.68 #26 Andante con moto (Untitled) in F Major,"Schumann Piano Works Volume 1, Henle #HN108, (p.48, 22 bars)",,,,,,,3rJR1,,,,,,5C,,rSR,,,5C,,,rINT,& rSR,5C,,
16 Early Romantic,,Junior,Schumann,Op.68 #28 Remembrance - (in Memoriam) in A Major,"Schumann Piano Works Volume 1, Henle #HN108, (p.50, 22 bars)",,,,,,,3rJR2,,,,,,,,rSR,,,,,,rINT,& rSR,,,
16 Early Romantic,,Junior,Schumann,Op.68 #35 Mignon in E Flat Major  ,"Schumann Piano Works Volume 1, Henle #HN108, (p.63, 31 bars)",,,,,,,3rJR3,,,,,,,,,,,,,,rINT,& rSR,,,
16 Early Romantic,,Junior,Schumann,Op.68 #38 Winter-Time I in C Minor,"Schumann Piano Works Volume 1, Henle #HN108, (p.68, 16 bars)",,,,,,,3rJR4,,,,,,,,,,,,,,,,,,
16 Early Romantic,,Junior,Schumann,Op.68 #41 Norse Song in F Major  ,"Schumann Piano Works Volume 1, Henle #HN108, (p.75, 20 bars)",,,,,,,3rJR5,,,,,,,,,,,,,,,,,,
16 Early Romantic,,,Schumann,Op.21 #7 Novellet in E Major,"Schumann Piano Works Volume 2, Henle #HN110 p.114-117",,,,,,,,,,,,,,,,,,,,,,,,,
16 Early Romantic,,,Schumann,"Op.1 in F Major, Finale alla Fantasia from ABEGG Variations","Schumann Piano Works Volume 2, Henle #HN110 p.12-17",,,,,,,,,,,,,,,,,,,,,,,,,
16 Early Romantic,,Senior,Schumann,Op.28 #1 Romanze in B Flat Minor,"Schumann Piano Works Volume 2, Henle #HN110 p.152-157",,,,,,,3rSR6,,,,,,,,,,,,,,,,,,
16 Early Romantic,,,Schumann,Op.28 #3 Romanze (with Intermezzi I & II) in B Major ,"Schumann Piano Works Volume 2, Henle #HN110 p.160-169",,,,,,,,,,,,,,,,,,,,,,,,,
16 Early Romantic,,Senior,Schumann,Op.12 #5 In the Night in F Minor,"Schumann Piano Works Volume 2, Henle #HN110 p.32-39",,,,,,,3rSR1,,,,,,,,,,,,,,,,,,
16 Early Romantic,,Senior,Schumann,Op.12 #7 Dream Visions in F Major,"Schumann Piano Works Volume 2, Henle #HN110 p.44-48",,,,,,,3rSR2,,,,,,,,,,,,,,,,,,
16 Early Romantic,,Senior,Schumann,Op.18 Arabeske in C Major,"Schumann Piano Works Volume 2, Henle #HN110 p.52-58",,,,,,,3rSR3,,,,,,,,,,,,,,,,,,
16 Early Romantic,,Senior,Schumann,Op.19 Blumenstuck in D Flat Major,"Schumann Piano Works Volume 2, Henle #HN110 p.59-65",,,,,,,3rSR4,,,,,,,,,,,,,,,,,,
16 Early Romantic,,Senior,Schumann,Op.21 #1 Novellet in F Major,"Schumann Piano Works Volume 2, Henle #HN110 p.66-71",,,,,,,3rSR5,,,,,,,,,,,,,,,,,,
16 Early Romantic,,,Schumann,Op.21 #2 Novellet in D Major,"Schumann Piano Works Volume 2, Henle #HN110 p.72-83",,,,,,,,,,,,,,,,,,,,,,,,,
16 Early Romantic,,Advanced,Schumann,Op.21 #3 Novellet in D Major,"Schumann Piano Works Volume 2, Henle #HN110 p.84-89",,,rADV,,,,,,,,,,,,,,,,,,,,,,
16 Early Romantic,,Junior,Schumann,Op.68 #1 Melodie in C Major,"Schumann Piano Works, HN#108, p.20 (20 bars)",,,,,,32rJR1,,,,,,,,,,,,,,,,,,,
16 Early Romantic,,Junior,Schumann,Op.68 #2 Soldiers' March in G Major,"Schumann Piano Works, HN#108, p.21 (32 bars)",,,,,,32rJR2,,,,,,,,,rJR,,,,,,,,,,
16 Early Romantic,,Junior,Schumann,Op.68 #6 The Poor Orphan in A Minor,"Schumann Piano Works, HN#108, p.24 (32 bars)",,,,,,32rJR3,,,,,,,,,,,,,,,,,,,
16 Early Romantic,,Junior,Schumann,Op.68 #7 Hunting Song in F Major,"Schumann Piano Works, HN#108, p.25 (28 bars)",,,,,,32rJR4,,,,,,,,,rJR,,,,,,,,,,
16 Early Romantic,,Junior,Schumann,Op.68 #8 The Wild Horseman in A Minor,"Schumann Piano Works, HN#108, p.26 (24 bars) (called Rider in other book)",,,,,,32rJR5,,,,,,,,4C,rJR,,,,,3C,,,,4C,
16 Early Romantic,,Junior,Schumann,Op.68 #10 The Happy Farmer in F Major,"Schumann Piano Works, HN#108, p.28 (20 bars)",,,,,,32rJR6,,,,,,,,,rJR,,,,,3C,,,,,
16 Early Romantic,,Concerto Adv,Schumann,Allegro affettuoso (1st mvt) from Concerto Op.54 in A Minor,,,,,toADV35,,,,toADV,toADV,toADV,,,,,,,,,,,,,,,
16 Early Romantic,,Concerto Adv,Schumann,Allegro vivace (3rd mvt) from Concerto Op.54 in A Minor,,,,,,,,,toADV,toADV,toADV,,,,,,,,,,,,,,,
16 Early Romantic,,Intermediate,Schumann,Entering the Forest,,,,,,,,,,,rINT,,,,,,,,,,,,,,,
16 Early Romantic,,Intermediate,Schumann,Farewell to the Forest,,,,,,,,,,,rINT,,,,,,,,,,,,,,,
16 Early Romantic,,Intermediate,Schumann,Haunted Spot,,,,,,,,,,,rINT,,,,,,,,,,,,,,,
16 Early Romantic,,Intermediate,Schumann,Hunter On the Look-out,,,,,,,,,,,rINT,,,,,,,,,,,,,,,
,,Concerto Adv,Schumann,Intermezzo & Allegro vivace (2nd & 3rd mvts) from Concerto Op.54 in A Minor,,,,,toADV36,,,,,,,,,,,,,,,,,,,,,
16 Early Romantic,,Concerto Adv,Schumann,Intermezzo (2nd mvt) from Concerto Op.54 in A Minor,,,,,,,,,toADV,toADV,toADV,,,,,,,,,,,,,,,
16 Early Romantic,,Senior,Schumann,Op.12 #2 Soaring from Fantasiestucke in F Minor,,,,,,,,,,,,,,8C,,,7C,,,,,,,,,
16 Early Romantic,,Junior,Schumann,Op.15 #7 Reverie ,,,,,,,,,,,,,,,,,,,,,,rJR,,,,
16 Early Romantic,,Duet Int,Schumann,Op.52 #1 Birthday March,,,,,,,,,,,duINT,,,,,,,,,,,,,,,
16 Early Romantic,,Duet Int,Schumann,Op.52 #3 Garden Melody,,,,,,,,,,,duINT,,,,,,,,,,,,,,,
16 Early Romantic,,Senior,Schumann,Op.68 #12 Knight Rupert ,,,,,,,,,,,,,,,,rSR,,,,,5C,,4C,,,
16 Early Romantic,,Intermediate,Schumann,Op.68 #16 First Sorrow ,,,,,,,,,,,,4C,,,,rJR,,,,,,,,,,
16 Early Romantic,,Senior,Schumann,Op.68 #23 The Horseman ,,,,,,,,,,,,,,,,rSR,,,,,,rINT,& rSR,,,
16 Early Romantic,,Intermediate,Schumann,Op.68 #25 Echoes from the Theater ,,,,,,,,,,,,,,,,,,,,,,rINT,& rSR,,,
16 Early Romantic,,Senior,Schumann,Op.68 #36 Italian Mariner's Song,,,,,,,,,,,,,,,,rSR,,,,,,rINT,& rSR,,,
16 Early Romantic,,Senior,Schumann,Op.68 #40 Little Fugue ,,,,,,,,,,,,,,,,rSR,,,,,,rINT,& rSR,,,
16 Early Romantic,,Junior,Schumann,Op.68 #5 A Little Piece ,,,,,,,,,,,,,,,,rJR,,,,,,,,,x,
16 Early Romantic,,Duet Adv,Schumann,Op.85 #10 Hide-and-go-seek,,,,,,,,,,,duADV,,,,,,,,,,,,,,,
16 Early Romantic,,Duet Sr,Schumann,Op.85 #7 Tournament March,,,,,,,,,,,duSR,,,,,,,,,,,,,,,
16 Early Romantic,,Duet Adv,Schumann,Op.85 #9 By the Fountain,,,,,,,,,,,duADV,,,,,,,,,,,,,,,
16 Early Romantic,,Intermediate,Schumann,Pleasant Scenery,,,,,,,,,,,rINT,,,,,,,,,,,,,,,
16 Early Romantic,,Intermediate,Schumann,Solitary Flowers,,,,,,,,,,,rINT,,,,,,,,,,,,,,,
16 Early Romantic,,Intermediate,Schumann,The Songster-Prophet,,,,,,,,,,,rINT,,,,,,,,,,,,,,,
23 Pedagogy,,Elementary,Schytte,The Party in F Major,"Discovering Piano Literature, Book 2, Alfred AP.14575, p.27, 16 bars",,,,,,31rELE1,,,,,,,,,,,,,,,,,,,
23 Pedagogy,,Elementary,Schytte,Fable in C Major,"Discovering Piano Literature, Book 2, Alfred AP.14575, p.29, 16 bars",,,,,,31rELE3,,,,,,,x,,,,,,,,,,,,
,,Junior,Scott,The Monkey,"From Schoenberg to Ligeti, Schott ED9478, p.4",,,13cJR1,,,,,,,,,x,,,,,,,,,,,,,
,,Junior,Scott,The Giraffe,"From Schoenberg to Ligeti, Schott ED9478, p.5",,,13cJR2,,,,,,,,,x,,,,,,,,,,,,,
19 Early Contem,,Advanced,Scriabin,Etude Op.8 #6 in A Major,"Alexander Scriabin The Complete Preludes and Etudes for Pianoforte Solo, Dover AP.6-22919X, p.170-172 OR Scriabin Etude Op.8,42,65 Peters PE.P09077A,p.23-25",,,,,55cADV1,,,,,,,,,,,,,,,,,,,,
,,Advanced,Scriabin,Etude Op.8 #7 in B Flat Minor,"Alexander Scriabin The Complete Preludes and Etudes for Pianoforte Solo, Dover AP.6-22919X, p.173-177 OR Scriabin Etude Op.8,42,65 Peters PE.P09077A,p.26-29",,,,,55cADV2,,,,,,,,,,,,,,,,,,,,
,,Advanced,Scriabin,Etude Op.8 #8 in A Flat Major,"Alexander Scriabin The Complete Preludes and Etudes for Pianoforte Solo, Dover AP.6-22919X, p.177-180 OR Scriabin Etude Op.8,42,65 Peters PE.P09077A,p.30-33",,,,,55cADV3,,,,,,,,,,,,,,,,,,,,
,,,Scriabin,Allegro con fuoco (1st mvt) from Sonata Op.6 in F Minor,"Complete Piano Sonatas by Alexander Scriabin, Dover Publications AP.6-258505, p.1-14, 1st mvt",,,,,,,,,,,,,,,,,,,,,,,,,
,,Advanced,Scriabin,2nd mvt from Sonata Op.6 in F Minor,"Complete Piano Sonatas by Alexander Scriabin, Dover Publications AP.6-258505, p.15-17, 2nd mvt",,,,,55cADV4,,,,,,,,,,,,,,,,,,,,
,,,Scriabin,Presto (3rd mvt) from Sonata Op.6 in F Minor,"Complete Piano Sonatas by Alexander Scriabin, Dover Publications AP.6-258505, p.18-22, 3rd mvt",,,,,,,,,,,,,,,,,,,,,,,,,
,,,Scriabin,Funebre (4th mvt) from Sonata Op.6 in F Minor,"Complete Piano Sonatas by Alexander Scriabin, Dover Publications AP.6-258505, p.23-25, 4th mvt",,,,,,,,,,,,,,,,,,,,,,,,,
,,,Scriabin,Andante (1st mvt) from Sonata Op.19 in G# Minor,"Complete Piano Sonatas by Alexander Scriabin, Dover Publications AP.6-258505, p.26-34, 1st mvt",,,,,,,,,,,,,,,,,,,,,,,,,
,,,Scriabin,Drammatico (1st mvt) from Sonata Op.23 in F# Minor,"Complete Piano Sonatas by Alexander Scriabin, Dover Publications AP.6-258505, p.44-51, 1st mvt",,,,,,,,,,,,,,,,,,,,,,,,,
,,Advanced,Scriabin,Allegretto (2nd mvt) from Sonata Op.23 in F# Minor,"Complete Piano Sonatas by Alexander Scriabin, Dover Publications AP.6-258505, p.52-55, 2nd mvt",,,,,55cADV5,,,,,,,,,,,,,,,,,,,,
,,,Scriabin,Presto con fuoco (4th mvt) from Sonata Op.23 in F# Minor,"Complete Piano Sonatas by Alexander Scriabin, Dover Publications AP.6-258505, p.60-71, 4th mvt",,,,,,,,,,,,,,,,,,,,,,,,,
,,Advanced,Scriabin,Andante (1st mvt) from Sonata Op.30 in F# Major,"Complete Piano Sonatas by Alexander Scriabin, Dover Publications AP.6-258505, p.72-74, 1st mvt",,,,,55cADV6,,,,,,,,,,,,,,,,,,,,
,,,Scriabin,Prestissimo volando (2nd mvt) from Sonata Op.30 in F# Major,"Complete Piano Sonatas by Alexander Scriabin, Dover Publications AP.6-258505, p.75-88, 2nd mvt",,,,,,,,,,,,,,,,,,,,,,,,,
19 Early Contem,,Advanced,Scriabin,Etude Op.8 #2 in F# Minor,"Scriabin Etude Op.8,42,65 Peters PE.P09077A,p.12-13",,,,,,,4cADV2,,,,,,,,,,,,,,,,,,
19 Early Contem,,Advanced,Scriabin,Etude Op.8 #4 in B Major,"Scriabin Etude Op.8,42,65 Peters PE.P09077A,p.18-19",,,,,,,4cADV3,,,,,,,,,,,,,,,,,,
